,MonthPE,Date,Daily_Temp,Daily_Precip,Daily_Humidity,Daily_Pressure,Daily_WindDir,Daily_WindSpeed,Daily_DNI,Daily_DHI,Daily_radiation
2018-12-31,12,2018-12-31,8.0375,10.7,95.25,1024.725,292.5,2.575,0.0,32.75,32.75
2018-12-31,12,2018-12-31,8.0375,10.7,95.25,1024.725,292.5,2.575,0.0,32.75,32.75
2018-12-31,12,2018-12-31,8.0375,10.7,95.25,1024.725,292.5,2.575,0.0,32.75,32.75
2018-12-31,12,2018-12-31,8.0375,10.7,95.25,1024.725,292.5,2.575,0.0,32.75,32.75
2018-12-31,12,2018-12-31,8.0375,10.7,95.25,1024.725,292.5,2.575,0.0,32.75,32.75
2018-12-31,12,2018-12-31,8.0375,10.7,95.25,1024.725,292.5,2.575,0.0,32.75,32.75
2018-12-31,12,2018-12-31,8.0375,10.7,95.25,1024.725,292.5,2.575,0.0,32.75,32.75
2018-12-31,12,2018-12-31,8.0375,10.7,95.25,1024.725,292.5,2.575,0.0,32.75,32.75
2019-01-01,1,2019-01-01,6.8625,12.2125,94.25,1020.6875,290.875,5.4375,9.75,36.125,37.0
2019-01-01,1,2019-01-01,6.8625,12.2125,94.25,1020.6875,290.875,5.4375,9.75,36.125,37.0
2019-01-01,1,2019-01-01,6.8625,12.2125,94.25,1020.6875,290.875,5.4375,9.75,36.125,37.0
2019-01-01,1,2019-01-01,6.8625,12.2125,94.25,1020.6875,290.875,5.4375,9.75,36.125,37.0
2019-01-01,1,2019-01-01,6.8625,12.2125,94.25,1020.6875,290.875,5.4375,9.75,36.125,37.0
2019-01-01,1,2019-01-01,6.8625,12.2125,94.25,1020.6875,290.875,5.4375,9.75,36.125,37.0
2019-01-01,1,2019-01-01,6.8625,12.2125,94.25,1020.6875,290.875,5.4375,9.75,36.125,37.0
2019-01-01,1,2019-01-01,6.8625,12.2125,94.25,1020.6875,290.875,5.4375,9.75,36.125,37.0
2019-01-02,1,2019-01-02,4.188888888888889,7.6000000000000005,73.44444444444444,1027.588888888889,345.1111111111111,4.544444444444444,8.333333333333334,47.666666666666664,48.55555555555556
